Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income
KW1 4AP,Yes,58.441538,-3.092866,336298,950877,ND362508,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",6,4,"","","Wick North - 01","Very remote small town",,7,,S01010782,,S02002028,"Wick North",,S00118925,S14000009,1880,1,0,2020-02-19,"Wick",0.232263,KW,KW1,"Scotland","Scottish Water",9CCRCWR4+JV,
KW1 4AQ,No,58.442108,-3.091308,336390,950939,ND363509,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,1998-06-01,"","",,,"","","Wick North - 01","Very remote small town",,9,,S01010782,,S02002028,"Wick North",,S00118925,S14000009,1880,8,0,2020-02-19,"Wick",0.328292,KW,KW1,"Scotland","Scottish Water",9CCRCWR5+RF,
KW1 4AR,Yes,58.442577,-3.08941,336502,950990,ND365509,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1990-09-01,,"","",0,0,"","","Wick North - 01","Very remote small town",,10,,S01010782,,S02002028,"Wick North",,S00118925,S14000009,1880,1,0,2020-02-19,"Wick",0.447386,KW,KW1,"Scotland","Scottish Water",9CCRCWV6+26,
KW1 4AW,No,58.441916,-3.09281,336302,950919,ND363509,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,2014-02-01,"","",,,"","","Wick North - 01","Very remote small town",,7,,S01010782,,S02002028,"Wick North",,S00118925,S14000009,1880,1,1,2020-02-19,"Wick",0.238575,KW,KW1,"Scotland","Scottish Water",9CCRCWR4+QV,
KW1 4BP,Yes,58.442861,-3.092599,336316,951024,ND363510,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",0,0,"","","Wick North - 01","Very remote small town",,11,,S01010782,,S02002028,"Wick North",,S00118924,S14000009,1880,1,0,2020-02-19,"Wick",0.286195,KW,KW1,"Scotland","Scottish Water",9CCRCWV4+4X,
KW1 4BS,Yes,58.443388,-3.092975,336295,951084,ND362510,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",6,4,"","","Wick North - 01","Very remote small town",,12,,S01010782,,S02002028,"Wick North",,S00118924,S14000009,1880,1,0,2020-02-19,"Wick",0.302916,KW,KW1,"Scotland","Scottish Water",9CCRCWV4+9R,
KW1 4BT,No,58.442815,-3.0927,336310,951019,ND363510,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1973-08-01,1992-07-01,"","",,,"","","Wick North - 01","Very remote small town",,10,,S01010782,,S02002028,"Wick North",,S00118924,S14000009,1880,8,1,2020-02-19,"Wick",0.278556,KW,KW1,"Scotland","Scottish Water",9CCRCWV4+4W,
KW1 4BU,No,58.475351,-3.111114,335295,954659,ND352546,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1996-06-01,2001-02-01,"","",,,"","","Caithness North East - 02","Very remote rural area",,6,,S01010788,,S02002029,"Caithness North East",,S00117673,S14000009,3467,6,1,2020-02-19,"Wick",3.84392,KW,KW1,"Scotland","Scottish Water",9CCRFVGQ+4H,
KW1 4BX,No,58.443796,-3.093587,336260,951130,ND362511,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1973-08-01,1981-01-01,"","",,,"","","Wick North - 01","Very remote small town",,13,,S01010782,,S02002028,"Wick North",,S00118943,S14000009,1880,8,0,2020-02-19,"Wick",0.311931,KW,KW1,"Scotland","Scottish Water",9CCRCWV4+GH,
KW1 4BY,Yes,58.444167,-3.093188,336284,951170,ND362511,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",25,15,"","","Wick North - 01","Very remote small town",,16,,S01010782,,S02002028,"Wick North",,S00118943,S14000009,1880,1,0,2020-02-19,"Wick",0.358815,KW,KW1,"Scotland","Scottish Water",9CCRCWV4+MP,
KW1 4BZ,No,58.443969,-3.094278,336220,951149,ND362511,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,1995-12-01,"","",,,"","","Wick North - 01","Very remote small town",,12,,S01010782,,S02002028,"Wick North",,S00118943,S14000009,1880,8,0,2020-02-19,"Wick",0.305768,KW,KW1,"Scotland","Scottish Water",9CCRCWV4+H7,
KW1 4DA,Yes,58.445088,-3.09373,336254,951274,ND362512,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",42,22,"","","Wick North - 01","Very remote small town",,19,,S01010782,,S02002028,"Wick North",,S00118928,S14000009,1880,1,0,2020-02-19,"Wick",0.431027,KW,KW1,"Scotland","Scottish Water",9CCRCWW4+2G,
KW1 4DB,Yes,58.444131,-3.094232,336223,951167,ND362511,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",4,1,"","","Wick North - 01","Very remote small town",,13,,S01010782,,S02002028,"Wick North",,S00118943,S14000009,1880,1,0,2020-02-19,"Wick",0.32283,KW,KW1,"Scotland","Scottish Water",9CCRCWV4+M8,
KW1 4DD,Yes,58.444887,-3.09518,336169,951253,ND361512,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",33,12,"","","Wick North - 01","Very remote small town",,16,,S01010782,,S02002028,"Wick North",,S00118943,S14000009,1880,1,0,2020-02-19,"Wick",0.381116,KW,KW1,"Scotland","Scottish Water",9CCRCWV3+XW,
KW1 4DE,Yes,58.444694,-3.09675,336077,951233,ND360512,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",9,5,"","","Wick North - 01","Very remote small town",,13,,S01010782,,S02002028,"Wick North",,S00118943,S14000009,1880,1,0,2020-02-19,"Wick",0.347005,KW,KW1,"Scotland","Scottish Water",9CCRCWV3+V8,
KW1 4DF,Yes,58.446067,-3.098918,335953,951387,ND359513,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",49,24,"","","Wick North - 01","Very remote small town",,16,,S01010782,,S02002028,"Wick North",,S00118928,S14000009,1880,1,0,2020-02-19,"Wick",0.513662,KW,KW1,"Scotland","Scottish Water",9CCRCWW2+CC,
KW1 4DG,Yes,58.446312,-3.095516,336152,951411,ND361514,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",5,4,"","","Wick North - 01","Very remote small town",,19,,S01010782,,S02002028,"Wick North",,S00118928,S14000009,1880,1,0,2020-02-19,"Wick",0.532499,KW,KW1,"Scotland","Scottish Water",9CCRCWW3+GQ,
KW1 4DH,No,58.446638,-3.097273,336050,951449,ND360514,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,1996-06-01,"","",,,"","","Wick North - 01","Very remote small town",,18,,S01010782,,S02002028,"Wick North",,S00118927,S14000009,1880,8,1,2020-02-19,"Wick",0.563478,KW,KW1,"Scotland","Scottish Water",9CCRCWW3+M3,
KW1 4DJ,Yes,58.446537,-3.094375,336219,951435,ND362514,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",36,14,"","","Wick North - 01","Very remote small town",,21,,S01010782,,S02002028,"Wick North",,S00118927,S14000009,1880,1,0,2020-02-19,"Wick",0.57034,KW,KW1,"Scotland","Scottish Water",9CCRCWW4+J7,
KW1 4DL,Yes,58.447886,-3.095291,336168,951587,ND361515,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",56,30,"","","Wick North - 01","Very remote small town",,23,,S01010782,,S02002028,"Wick North",,S00118927,S14000009,1880,1,0,2020-02-19,"Wick",0.707544,KW,KW1,"Scotland","Scottish Water",9CCRCWX3+5V,
KW1 4DN,Yes,58.449046,-3.095087,336182,951715,ND361517,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",7,3,"","","Caithness North East - 02","Very remote small town",,25,,S01010788,,S02002029,"Caithness North East",,S00118930,S14000009,3467,1,0,2020-02-19,"Wick",0.83691,KW,KW1,"Scotland","Scottish Water",9CCRCWX3+JX,
KW1 4DP,Yes,58.44865,-3.093053,336300,951669,ND363516,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",15,9,"","","Caithness North East - 02","Very remote small town",,27,,S01010788,,S02002029,"Caithness North East",,S00118930,S14000009,3467,1,0,2020-02-19,"Wick",0.817087,KW,KW1,"Scotland","Scottish Water",9CCRCWX4+FQ,
KW1 4DQ,Yes,58.446684,-3.097206,336054,951455,ND360514,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",23,9,"","","Wick North - 01","Very remote small town",,19,,S01010782,,S02002028,"Wick North",,S00118927,S14000009,1880,1,0,2020-02-19,"Wick",0.568434,KW,KW1,"Scotland","Scottish Water",9CCRCWW3+M4,
KW1 4DR,Yes,58.448151,-3.092643,336323,951613,ND363516,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",31,13,"","","Caithness North East - 02","Very remote small town",,27,,S01010788,,S02002029,"Caithness North East",,S00118930,S14000009,3467,1,0,2020-02-19,"Wick",0.771105,KW,KW1,"Scotland","Scottish Water",9CCRCWX4+7W,
KW1 4DS,Yes,58.447865,-3.090407,336453,951580,ND364515,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",16,8,"","","Caithness North East - 02","Very remote small town",,30,,S01010788,,S02002029,"Caithness North East",,S00118930,S14000009,3467,1,0,2020-02-19,"Wick",0.793607,KW,KW1,"Scotland","Scottish Water",9CCRCWX5+4R,
KW1 4DT,Yes,58.44706,-3.090423,336451,951490,ND364514,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",43,18,"","","Wick North - 02","Very remote small town",,30,,S01010783,,S02002028,"Wick North",,S00118934,S14000009,1704,1,0,2020-02-19,"Wick",0.715549,KW,KW1,"Scotland","Scottish Water",9CCRCWW5+RR,
KW1 4DU,Yes,58.447082,-3.091582,336383,951493,ND363514,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",100,44,"","","Wick North - 02","Very remote small town",,27,,S01010783,,S02002028,"Wick North",,S00118929,S14000009,1704,1,0,2020-02-19,"Wick",0.684901,KW,KW1,"Scotland","Scottish Water",9CCRCWW5+R9,
KW1 4DW,Yes,58.448261,-3.090751,336434,951624,ND364516,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",31,11,"","","Caithness North East - 02","Very remote small town",,30,,S01010788,,S02002029,"Caithness North East",,S00118930,S14000009,3467,1,0,2020-02-19,"Wick",0.82382,KW,KW1,"Scotland","Scottish Water",9CCRCWX5+8M,
KW1 4DX,Yes,58.447871,-3.092857,336310,951583,ND363515,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",35,15,"","","Wick North - 02","Very remote small town",,26,,S01010783,,S02002028,"Wick North",,S00118929,S14000009,1704,1,0,2020-02-19,"Wick",0.737652,KW,KW1,"Scotland","Scottish Water",9CCRCWX4+4V,
KW1 4DY,Yes,58.447147,-3.093503,336271,951503,ND362515,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",85,55,"","","Wick North - 02","Very remote small town",,24,,S01010783,,S02002028,"Wick North",,S00118926,S14000009,1704,1,0,2020-02-19,"Wick",0.64954,KW,KW1,"Scotland","Scottish Water",9CCRCWW4+VH,
KW1 4DZ,Yes,58.445919,-3.092077,336352,951364,ND363513,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",46,26,"","","Wick North - 02","Very remote small town",,25,,S01010783,,S02002028,"Wick North",,S00118934,S14000009,1704,1,0,2020-02-19,"Wick",0.557401,KW,KW1,"Scotland","Scottish Water",9CCRCWW5+95,
KW1 4EA,Yes,58.442905,-3.0938,336246,951031,ND362510,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",0,0,"","","Wick North - 01","Very remote small town",,8,,S01010782,,S02002028,"Wick North",,S00118924,S14000009,1880,1,0,2020-02-19,"Wick",0.231521,KW,KW1,"Scotland","Scottish Water",9CCRCWV4+5F,
KW1 4EB,Yes,58.442526,-3.093908,336239,950988,ND362509,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1992-01-01,,"","",0,0,"","","Wick North - 01","Very remote small town",,6,,S01010782,,S02002028,"Wick North",,S00118924,S14000009,1880,1,0,2020-02-19,"Wick",0.201746,KW,KW1,"Scotland","Scottish Water",9CCRCWV4+2C,
KW1 4ED,No,58.442899,-3.093388,336270,951029,ND362510,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1992-02-01,1996-12-01,"","",,,"","","Wick North - 01","Very remote small town",,9,,S01010782,,S02002028,"Wick North",,S00118924,S14000009,1880,8,1,2020-02-19,"Wick",0.250008,KW,KW1,"Scotland","Scottish Water",9CCRCWV4+5J,
KW1 4EE,Yes,58.443795,-3.093656,336256,951129,ND362511,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1993-02-01,,"","",9,7,"","","Wick North - 01","Very remote small town",,13,,S01010782,,S02002028,"Wick North",,S00118943,S14000009,1880,1,0,2020-02-19,"Wick",0.309411,KW,KW1,"Scotland","Scottish Water",9CCRCWV4+GG,
KW1 4EP,No,58.450643,-3.096336,336112,951894,ND361518,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1999-06-01,2005-07-01,"","",,,"","","Caithness North East - 02","Very remote small town",,26,,S01010788,,S02002029,"Caithness North East",,S00118930,S14000009,3467,1,1,2020-02-19,"Wick",1.00846,KW,KW1,"Scotland","Scottish Water",9CCRFW23+7F,
KW1 4HA,Yes,58.444783,-3.091511,336383,951237,ND363512,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",61,30,"","","Wick North - 01","Very remote small town",,23,,S01010782,,S02002028,"Wick North",,S00118935,S14000009,1880,1,0,2020-02-19,"Wick",0.473356,KW,KW1,"Scotland","Scottish Water",9CCRCWV5+W9,
KW1 4HB,Yes,58.444339,-3.09196,336356,951188,ND363511,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",4,3,"","","Wick North - 01","Very remote small town",,20,,S01010782,,S02002028,"Wick North",,S00118935,S14000009,1880,1,0,2020-02-19,"Wick",0.419202,KW,KW1,"Scotland","Scottish Water",9CCRCWV5+P6,
KW1 4HD,Yes,58.444945,-3.091499,336384,951255,ND363512,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",1,1,"","","Wick North - 01","Very remote small town",,24,,S01010782,,S02002028,"Wick North",,S00118935,S14000009,1880,1,0,2020-02-19,"Wick",0.487516,KW,KW1,"Scotland","Scottish Water",9CCRCWV5+XC,
KW1 4HE,Yes,58.445778,-3.089726,336489,951347,ND364513,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",40,19,"","","Wick North - 02","Very remote small town",,28,,S01010783,,S02002028,"Wick North",,S00118934,S14000009,1704,1,0,2020-02-19,"Wick",0.624931,KW,KW1,"Scotland","Scottish Water",9CCRCWW6+84,
KW1 4HF,Yes,58.445101,-3.090013,336471,951271,ND364512,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",11,6,"","","Wick North - 01","Very remote small town",,27,,S01010782,,S02002028,"Wick North",,S00118935,S14000009,1880,1,0,2020-02-19,"Wick",0.558847,KW,KW1,"Scotland","Scottish Water",9CCRCWW5+2X,
KW1 4HG,Yes,58.445337,-3.08656,336673,951294,ND366512,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",75,40,"","","Wick North - 02","Very remote small town",,28,,S01010783,,S02002028,"Wick North",,S00119578,S14000009,1704,1,0,2020-02-19,"Wick",0.730603,KW,KW1,"Scotland","Scottish Water",9CCRCWW7+49,
KW1 4HH,Yes,58.443821,-3.089494,336499,951128,ND364511,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",12,5,"","","Wick North - 01","Very remote small town",,21,,S01010782,,S02002028,"Wick North",,S00118925,S14000009,1880,1,0,2020-02-19,"Wick",0.495914,KW,KW1,"Scotland","Scottish Water",9CCRCWV6+G6,
KW1 4HJ,Yes,58.444376,-3.089734,336486,951190,ND364511,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",2012-08-01,,"","",,,"","","Wick North - 01","Very remote small town",,24,,S01010782,,S02002028,"Wick North",,S00118935,S14000009,1880,1,1,2020-02-19,"Wick",0.518457,KW,KW1,"Scotland","Scottish Water",9CCRCWV6+Q4,
KW1 4HL,No,58.444376,-3.089734,336486,951190,ND364511,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,2012-02-01,"","",,,"","","Wick North - 01","Very remote small town",,24,,S01010782,,S02002028,"Wick North",,S00118935,S14000009,1880,1,1,2020-02-19,"Wick",0.518457,KW,KW1,"Scotland","Scottish Water",9CCRCWV6+Q4,
KW1 4HN,No,58.444376,-3.089734,336486,951190,ND364511,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",2012-08-01,2016-06-01,"","",,,"","","Wick North - 01","Very remote small town",,24,,S01010782,,S02002028,"Wick North",,S00118935,S14000009,1880,1,1,2020-02-19,"Wick",0.518457,KW,KW1,"Scotland","Scottish Water",9CCRCWV6+Q4,
KW1 4HP,Yes,58.446415,-3.087604,336614,951415,ND366514,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",34,14,"","","Wick North - 02","Very remote small town",,31,,S01010783,,S02002028,"Wick North",,S00119578,S14000009,1704,1,0,2020-02-19,"Wick",0.76113,KW,KW1,"Scotland","Scottish Water",9CCRCWW6+HX,
KW1 4HQ,Yes,58.44473,-3.083988,336822,951224,ND368512,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",20,12,"","","Wick North - 03","Very remote small town",,27,,S01010784,,S02002028,"Wick North",,S00118937,S14000009,664,1,0,2020-02-19,"Wick",0.826702,KW,KW1,"Scotland","Scottish Water",9CCRCWV8+VC,
KW1 4HR,Yes,58.445924,-3.085173,336755,951358,ND367513,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",130,53,"","","Wick North - 03","Very remote small town",,30,,S01010784,,S02002028,"Wick North",,S00119576,S14000009,664,1,0,2020-02-19,"Wick",0.834107,KW,KW1,"Scotland","Scottish Water",9CCRCWW7+9W,
KW1 4HS,Yes,58.446931,-3.086146,336700,951472,ND367514,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",122,50,"","","Wick North - 03","Very remote small town",,32,,S01010784,,S02002028,"Wick North",,S00118936,S14000009,664,1,0,2020-02-19,"Wick",0.861843,KW,KW1,"Scotland","Scottish Water",9CCRCWW7+QG,
KW1 4HT,Yes,58.446616,-3.085092,336761,951435,ND367514,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",59,26,"","","Wick North - 03","Very remote small town",,31,,S01010784,,S02002028,"Wick North",,S00119577,S14000009,664,1,0,2020-02-19,"Wick",0.884556,KW,KW1,"Scotland","Scottish Water",9CCRCWW7+JX,
KW1 4HU,Yes,58.445452,-3.084662,336784,951305,ND367513,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",43,16,"","","Wick North - 03","Very remote small town",,29,,S01010784,,S02002028,"Wick North",,S00119576,S14000009,664,1,0,2020-02-19,"Wick",0.830081,KW,KW1,"Scotland","Scottish Water",9CCRCWW8+54,
KW1 4HW,Yes,58.444746,-3.088563,336555,951231,ND365512,"","Highland","Wick and East Caithness",S12000017,S13002992,Scotland,S99999999,"Caithness, Sutherland and Easter Ross",1980-01-01,,"","",47,26,"","","Wick North - 01","Very remote small town",,27,,S01010782,,S02002028,"Wick North",,S00118935,S14000009,1880,1,0,2020-02-19,"Wick",0.597647,KW,KW1,"Scotland","Scottish Water",9CCRCWV6+VH,
