Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income
TD1 1BL,Yes,55.616019,-2.805995,349332,636119,NT493361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",,,"","","Galashiels - N - Town Centre","Other urban area",,113,,S01012275,,S02002297,"Galashiels North",,S00095287,S14000008,2140,1,1,2020-02-19,"Galashiels",0.265634,TD,TD1,"Scotland","Scottish Water",9C7VJ58V+CJ,
TD1 1BN,Yes,55.616348,-2.806637,349292,636157,NT492361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",36,23,"","","Galashiels - N - Town Centre","Other urban area",,113,,S01012275,,S02002297,"Galashiels North",,S00095287,S14000008,2140,1,0,2020-02-19,"Galashiels",0.223536,TD,TD1,"Scotland","Scottish Water",9C7VJ58V+G8,
TD1 1BP,Yes,55.618468,-2.808062,349205,636394,NT492363,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",8,4,"","","Galashiels - N - Town Centre","Other urban area",,122,,S01012275,,S02002297,"Galashiels North",,S00095289,S14000008,2140,1,0,2020-02-19,"Galashiels",0.0739468,TD,TD1,"Scotland","Scottish Water",9C7VJ59R+9Q,
TD1 1BQ,Yes,55.617188,-2.808547,349173,636251,NT491362,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",0,0,"","","Galashiels - N - Town Centre","Other urban area",,115,,S01012275,,S02002297,"Galashiels North",,S00095287,S14000008,2140,1,0,2020-02-19,"Galashiels",0.165711,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+VH,
TD1 1BS,No,55.618693,-2.809416,349120,636420,NT491364,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1997-04-01,1997-07-01,"","",,,"","","Galashiels - N - Town Centre","Other urban area",,120,,S01012275,,S02002297,"Galashiels North",,S00095289,S14000008,2140,8,1,2020-02-19,"Galashiels",0.162249,TD,TD1,"Scotland","Scottish Water",9C7VJ59R+F6,
TD1 1BT,Yes,55.618595,-2.809164,349136,636408,NT491364,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",0,0,"","","Galashiels - N - Town Centre","Other urban area",,120,,S01012275,,S02002297,"Galashiels North",,S00095289,S14000008,2140,1,0,2020-02-19,"Galashiels",0.144506,TD,TD1,"Scotland","Scottish Water",9C7VJ59R+C8,
TD1 1BU,Yes,55.618278,-2.808264,349192,636373,NT491363,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",22,12,"","","Galashiels - N - Town Centre","Other urban area",,117,,S01012275,,S02002297,"Galashiels North",,S00095287,S14000008,2140,1,0,2020-02-19,"Galashiels",0.0859491,TD,TD1,"Scotland","Scottish Water",9C7VJ59R+8M,
TD1 1BW,Yes,55.617947,-2.806654,349293,636335,NT492363,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",0,0,"","","Galashiels - N - Town Centre","Other urban area",,121,,S01012275,,S02002297,"Galashiels North",,S00095287,S14000008,2140,1,0,2020-02-19,"Galashiels",0.0478204,TD,TD1,"Scotland","Scottish Water",9C7VJ59V+58,
TD1 1BX,Yes,55.618001,-2.807929,349213,636341,NT492363,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",10,7,"","","Galashiels - N - Town Centre","Other urban area",,117,,S01012275,,S02002297,"Galashiels North",,S00095287,S14000008,2140,1,0,2020-02-19,"Galashiels",0.0755078,TD,TD1,"Scotland","Scottish Water",9C7VJ59R+6R,
TD1 1BY,Yes,55.617767,-2.806682,349291,636314,NT492363,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",17,6,"","","Galashiels - N - Town Centre","Other urban area",,118,,S01012275,,S02002297,"Galashiels North",,S00095287,S14000008,2140,1,0,2020-02-19,"Galashiels",0.0666727,TD,TD1,"Scotland","Scottish Water",9C7VJ59V+48,
TD1 1BZ,Yes,55.617333,-2.808436,349180,636267,NT491362,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",1,1,"","","Galashiels - N - Town Centre","Other urban area",,114,,S01012275,,S02002297,"Galashiels North",,S00095287,S14000008,2140,1,0,2020-02-19,"Galashiels",0.148841,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+WJ,
TD1 1DB,No,55.61648,-2.806957,349272,636171,NT492361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",2002-01-01,2002-03-01,"","",,,"","","Galashiels - N - Town Centre","Other urban area",,114,,S01012275,,S02002297,"Galashiels North",,S00095287,S14000008,2140,1,1,2020-02-19,"Galashiels",0.208283,TD,TD1,"Scotland","Scottish Water",9C7VJ58V+H6,
TD1 1DD,Yes,55.620281,-2.813613,348858,636599,NT488365,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1998-06-01,,"","",0,0,"","","Galashiels - N - Town Centre","Other urban area",,121,,S01012275,,S02002297,"Galashiels North",,S00095781,S14000008,2140,1,0,2020-02-19,"Galashiels",0.472471,TD,TD1,"Scotland","Scottish Water",9C7VJ5CP+4H,
TD1 1DE,No,55.617389,-2.812311,348936,636277,NT489362,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1983-05-01,1997-06-01,"","",,,"","","Galashiels - N - Town Centre","Other urban area",,121,,S01012275,,S02002297,"Galashiels North",,S00095781,S14000008,2140,8,1,2020-02-19,"Galashiels",0.356021,TD,TD1,"Scotland","Scottish Water",9C7VJ58Q+X3,
TD1 1DH,Yes,55.614283,-2.811723,348969,635930,NT489359,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",2000-06-01,,"","",22,19,"","","Galashiels - W - Balmoral Pl","Other urban area",,124,,S01012281,,S02002298,"Galashiels West",,S00095281,S14000008,3464,1,0,2020-02-19,"Galashiels",0.544259,TD,TD1,"Scotland","Scottish Water",9C7VJ57Q+P8,
TD1 1DL,Yes,55.616111,-2.807061,349265,636130,NT492361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",11,5,"","","Galashiels - W - Old Town","Other urban area",,114,,S01012278,,S02002298,"Galashiels West",,S00095286,S14000008,2097,1,0,2020-02-19,"Galashiels",0.249459,TD,TD1,"Scotland","Scottish Water",9C7VJ58V+C5,
TD1 1DN,No,55.61592,-2.807454,349240,636110,NT492361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1973-08-01,1992-07-01,"","",,,"","","Galashiels - W - Old Town","Other urban area",,115,,S01012278,,S02002298,"Galashiels West",,S00095286,S14000008,2097,8,1,2020-02-19,"Galashiels",0.272698,TD,TD1,"Scotland","Scottish Water",9C7VJ58V+92,
TD1 1DP,Yes,55.616135,-2.807601,349231,636134,NT492361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",24,12,"","","Galashiels - W - Old Town","Other urban area",,115,,S01012278,,S02002298,"Galashiels West",,S00095286,S14000008,2097,1,0,2020-02-19,"Galashiels",0.250472,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+FX,
TD1 1DQ,Yes,55.614864,-2.81364,348849,635997,NT488359,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",6,2,"","","Galashiels - W - Balmoral Pl","Other urban area",,128,,S01012281,,S02002298,"Galashiels West",,S00095281,S14000008,3464,1,0,2020-02-19,"Galashiels",0.573799,TD,TD1,"Scotland","Scottish Water",9C7VJ57P+WG,
TD1 1DR,Yes,55.616214,-2.807718,349224,636142,NT492361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",3,2,"","","Galashiels - W - Old Town","Other urban area",,115,,S01012278,,S02002298,"Galashiels West",,S00095286,S14000008,2097,1,0,2020-02-19,"Galashiels",0.243276,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+FW,
TD1 1DS,Yes,55.616135,-2.807601,349231,636134,NT492361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",1,1,"","","Galashiels - W - Old Town","Other urban area",,115,,S01012278,,S02002298,"Galashiels West",,S00095286,S14000008,2097,1,0,2020-02-19,"Galashiels",0.250472,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+FX,
TD1 1DT,Yes,55.614652,-2.810381,349054,635971,NT490359,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",20,17,"","","Galashiels - W - Balmoral Pl","Other urban area",,121,,S01012281,,S02002298,"Galashiels West",,S00095283,S14000008,3464,1,0,2020-02-19,"Galashiels",0.465752,TD,TD1,"Scotland","Scottish Water",9C7VJ57Q+VR,
TD1 1DU,Yes,55.615431,-2.812004,348953,636058,NT489360,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",79,46,"","","Galashiels - W - Balmoral Pl","Other urban area",,125,,S01012281,,S02002298,"Galashiels West",,S00095283,S14000008,3464,1,0,2020-02-19,"Galashiels",0.456128,TD,TD1,"Scotland","Scottish Water",9C7VJ58Q+55,
TD1 1DW,No,55.615629,-2.812068,348949,636081,NT489360,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1993-05-01,1997-06-01,"","",,,"","","Galashiels - W - Balmoral Pl","Other urban area",,125,,S01012281,,S02002298,"Galashiels West",,S00095285,S14000008,3464,8,1,2020-02-19,"Galashiels",0.443657,TD,TD1,"Scotland","Scottish Water",9C7VJ58Q+75,
TD1 1DX,Yes,55.615728,-2.811991,348954,636091,NT489360,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",59,39,"","","Galashiels - W - Balmoral Pl","Other urban area",,125,,S01012281,,S02002298,"Galashiels West",,S00095285,S14000008,3464,1,0,2020-02-19,"Galashiels",0.432643,TD,TD1,"Scotland","Scottish Water",9C7VJ58Q+76,
TD1 1DY,Yes,55.615991,-2.811615,348978,636120,NT489361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",56,36,"","","Galashiels - W - Old Town","Other urban area",,125,,S01012278,,S02002298,"Galashiels West",,S00095284,S14000008,2097,1,0,2020-02-19,"Galashiels",0.395551,TD,TD1,"Scotland","Scottish Water",9C7VJ58Q+99,
TD1 1DZ,Yes,55.615986,-2.811107,349010,636120,NT490361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1982-08-01,,"","",37,25,"","","Galashiels - W - Old Town","Other urban area",,124,,S01012278,,S02002298,"Galashiels West",,S00095284,S14000008,2097,1,0,2020-02-19,"Galashiels",0.372705,TD,TD1,"Scotland","Scottish Water",9C7VJ58Q+9H,
TD1 1EA,Yes,55.614861,-2.809972,349080,635994,NT490359,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",71,38,"","","Galashiels - W - Old Town","Other urban area",,120,,S01012278,,S02002298,"Galashiels West",,S00095778,S14000008,2097,1,0,2020-02-19,"Galashiels",0.433365,TD,TD1,"Scotland","Scottish Water",9C7VJ57R+W2,
TD1 1EB,Yes,55.615677,-2.810227,349065,636085,NT490360,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",9,6,"","","Galashiels - W - Old Town","Other urban area",,122,,S01012278,,S02002298,"Galashiels West",,S00095284,S14000008,2097,1,0,2020-02-19,"Galashiels",0.363399,TD,TD1,"Scotland","Scottish Water",9C7VJ58Q+7W,
TD1 1ED,Yes,55.615243,-2.810631,349039,636037,NT490360,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",25,13,"","","Galashiels - W - Balmoral Pl","Other urban area",,122,,S01012281,,S02002298,"Galashiels West",,S00095283,S14000008,3464,1,0,2020-02-19,"Galashiels",0.417496,TD,TD1,"Scotland","Scottish Water",9C7VJ58Q+3P,
TD1 1EL,Yes,55.616704,-2.809665,349102,636198,NT491361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",9,6,"","","Galashiels - N - Town Centre","Other urban area",,119,,S01012275,,S02002297,"Galashiels North",,S00095288,S14000008,2140,1,0,2020-02-19,"Galashiels",0.2524,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+M4,
TD1 1EN,Yes,55.616227,-2.808543,349172,636144,NT491361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",18,9,"","","Galashiels - W - Old Town","Other urban area",,116,,S01012278,,S02002298,"Galashiels West",,S00095286,S14000008,2097,1,0,2020-02-19,"Galashiels",0.25785,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+FH,
TD1 1EP,Yes,55.615347,-2.80714,349259,636046,NT492360,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",15,8,"","","Galashiels - W - Old Town","Other urban area",,115,,S01012278,,S02002298,"Galashiels West",,S00095286,S14000008,2097,1,0,2020-02-19,"Galashiels",0.334489,TD,TD1,"Scotland","Scottish Water",9C7VJ58V+44,
TD1 1ER,Yes,55.615704,-2.807545,349234,636086,NT492360,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",,,"","","Galashiels - W - Old Town","Other urban area",,116,,S01012278,,S02002298,"Galashiels West",,S00095286,S14000008,2097,1,1,2020-02-19,"Galashiels",0.297243,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+7X,
TD1 1ES,Yes,55.615391,-2.80857,349169,636051,NT491360,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1995-12-01,,"","",31,30,"","","Galashiels - W - Old Town","Other urban area",,118,,S01012278,,S02002298,"Galashiels West",,S00095777,S14000008,2097,1,0,2020-02-19,"Galashiels",0.34552,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+5H,
TD1 1ET,Yes,55.615525,-2.808795,349155,636067,NT491360,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",25,20,"","","Galashiels - W - Old Town","Other urban area",,118,,S01012278,,S02002298,"Galashiels West",,S00095777,S14000008,2097,1,0,2020-02-19,"Galashiels",0.336091,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+6F,
TD1 1EU,Yes,55.615264,-2.808869,349150,636038,NT491360,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",21,12,"","","Galashiels - W - Old Town","Other urban area",,119,,S01012278,,S02002298,"Galashiels West",,S00095778,S14000008,2097,1,0,2020-02-19,"Galashiels",0.364909,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+4F,
TD1 1EW,Yes,55.616148,-2.8083,349187,636136,NT491361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",,,"","","Galashiels - W - Old Town","Other urban area",,115,,S01012278,,S02002298,"Galashiels West",,S00095286,S14000008,2097,1,1,2020-02-19,"Galashiels",0.260392,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+FM,
TD1 1EX,Yes,55.615139,-2.808708,349160,636024,NT491360,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",,,"","","Galashiels - W - Old Town","Other urban area",,119,,S01012278,,S02002298,"Galashiels West",,S00095778,S14000008,2097,1,1,2020-02-19,"Galashiels",0.37483,TD,TD1,"Scotland","Scottish Water",9C7VJ58R+3G,
TD1 1EY,No,55.616529,-2.810483,349050,636180,NT490361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1973-08-01,1978-03-01,"","",,,"","","Galashiels - N - Town Centre","Other urban area",,122,,S01012275,,S02002297,"Galashiels North",,S00095288,S14000008,2140,8,0,2020-02-19,"Galashiels",0.302749,TD,TD1,"Scotland","Scottish Water",9C7VJ58Q+JR,
TD1 1EZ,Yes,55.616192,-2.811175,349006,636143,NT490361,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",56,36,"","","Galashiels - N - Town Centre","Other urban area",,124,,S01012275,,S02002297,"Galashiels North",,S00095288,S14000008,2140,1,0,2020-02-19,"Galashiels",0.360078,TD,TD1,"Scotland","Scottish Water",9C7VJ58Q+FG,
TD1 1HA,Yes,55.617079,-2.812844,348902,636242,NT489362,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",60,34,"","","Galashiels - N - Town Centre","Other urban area",,125,,S01012275,,S02002297,"Galashiels North",,S00095292,S14000008,2140,1,0,2020-02-19,"Galashiels",0.398942,TD,TD1,"Scotland","Scottish Water",9C7VJ58P+RV,
TD1 1HB,Yes,55.617215,-2.814022,348828,636258,NT488362,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",17,12,"","","Galashiels - N - Town Centre","Other urban area",,127,,S01012275,,S02002297,"Galashiels North",,S00095292,S14000008,2140,1,0,2020-02-19,"Galashiels",0.464434,TD,TD1,"Scotland","Scottish Water",9C7VJ58P+V9,
TD1 1HD,Yes,55.616778,-2.813568,348856,636209,NT488362,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",124,67,"","","Galashiels - W - Thistle St","Other urban area",,129,,S01012279,,S02002298,"Galashiels West",,S00095291,S14000008,2332,1,0,2020-02-19,"Galashiels",0.453545,TD,TD1,"Scotland","Scottish Water",9C7VJ58P+PH,
TD1 1HE,Yes,55.617552,-2.814728,348784,636296,NT487362,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",29,14,"","","Galashiels - N - Town Centre","Other urban area",,128,,S01012275,,S02002297,"Galashiels North",,S00095292,S14000008,2140,1,0,2020-02-19,"Galashiels",0.499173,TD,TD1,"Scotland","Scottish Water",9C7VJ59P+24,
TD1 1HF,Yes,55.617575,-2.815427,348740,636300,NT487362,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",25,13,"","","Galashiels - N - Town Centre","Other urban area",,131,,S01012275,,S02002297,"Galashiels North",,S00095292,S14000008,2140,1,0,2020-02-19,"Galashiels",0.541973,TD,TD1,"Scotland","Scottish Water",9C7VJ59M+2R,
TD1 1HG,Yes,55.617764,-2.815351,348745,636321,NT487363,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",44,22,"","","Galashiels - N - Windyknowe","Other urban area",,129,,S01012276,,S02002297,"Galashiels North",,S00095779,S14000008,2846,1,0,2020-02-19,"Galashiels",0.534283,TD,TD1,"Scotland","Scottish Water",9C7VJ59M+4V,
TD1 1HH,Yes,55.617356,-2.817248,348625,636277,NT486362,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",39,27,"","","Galashiels - W - Thistle St","Other urban area",,136,,S01012279,,S02002298,"Galashiels West",,S00095297,S14000008,2332,1,0,2020-02-19,"Galashiels",0.658689,TD,TD1,"Scotland","Scottish Water",9C7VJ58M+W4,
TD1 1HJ,Yes,55.617032,-2.81721,348627,636240,NT486362,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",30,19,"","","Galashiels - W - Thistle St","Other urban area",,136,,S01012279,,S02002298,"Galashiels West",,S00095295,S14000008,2332,1,0,2020-02-19,"Galashiels",0.663375,TD,TD1,"Scotland","Scottish Water",9C7VJ58M+R4,
TD1 1HL,Yes,55.617532,-2.816474,348674,636296,NT486362,"","Scottish Borders","Galashiels and District",S12000026,S13002763,Scotland,S99999999,"Berwickshire, Roxburgh and Selkirk",1980-01-01,,"","",14,10,"","","Galashiels - W - Thistle St","Other urban area",,133,,S01012279,,S02002298,"Galashiels West",,S00095297,S14000008,2332,1,0,2020-02-19,"Galashiels",0.60762,TD,TD1,"Scotland","Scottish Water",9C7VJ59M+2C,
